"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","county","locality","type","elevation","elevationAccuracy","continent","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.602744,35.34937,"Kanagawa",2020,7,5,"cdround","https://www.inaturalist.org/observations/51973840","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814261850","51973840",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.648999,35.320961,"Kanagawa",2020,7,10,"cdround","https://www.inaturalist.org/observations/52542961","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818533582","52542961",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.150859,34.950561,"Aichi",2020,7,18,"cdround","https://www.inaturalist.org/observations/53444667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826413673","53444667",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.228091,36.507348,"Toyama",2020,7,22,"cdround","https://www.inaturalist.org/observations/54236169","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079489877","54236169",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",129.852954,31.870687,"Kagoshima",2020,7,18,"cdround","https://www.inaturalist.org/observations/54243537","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079762900","54243537",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.28779,35.998367,"Yamanashi",2020,7,30,"cdround","https://www.inaturalist.org/observations/99537862","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399244340","99537862",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.719947,35.677496,"Tokyo",2020,7,15,"cdround","https://www.inaturalist.org/observations/124341980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859742857","124341980",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.082375,35.770782,"Tokyo",2020,8,1,"cdround","https://www.inaturalist.org/observations/55138027","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826255189","55138027",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.15324,34.951289,"Aichi",2020,8,10,"cdround","https://www.inaturalist.org/observations/56005237","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851065174","56005237",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.60427,35.866728,"Saitama",2020,8,27,"cdround","https://www.inaturalist.org/observations/58427232","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860074478","58427232",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.516886,35.543421,"Tokyo",2020,8,28,"cdround","https://www.inaturalist.org/observations/57807194","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860187577","57807194",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.606745,35.8644,"Saitama",2020,8,28,"cdround","https://www.inaturalist.org/observations/58470216","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862433545","58470216",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.443528,36.380169,"Ibaraki",2020,8,10,"cdround","https://www.inaturalist.org/observations/55971921","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399196502","55971921",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",134.43078,34.878764,"Hyogo",2020,10,24,"cdround","https://www.inaturalist.org/observations/107879042","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712587547","107879042",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.251022,34.553122,"Hiroshima",2019,3,21,"cdround","https://www.inaturalist.org/observations/29169049","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429219983","29169049",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.721328,35.637058,"Tokyo",2019,5,3,"cdround","https://www.inaturalist.org/observations/24417326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242802566","24417326",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.631674,35.6945,"Tokyo",2019,5,27,"cdround","https://www.inaturalist.org/observations/25864256","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251917505","25864256",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.91603,38.168347,"Miyagi",2019,5,28,"cdround","https://www.inaturalist.org/observations/26160460","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251996548","26160460",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.205243,35.097284,"Tottori",2019,5,14,"cdround","https://www.inaturalist.org/observations/65069312","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988330258","65069312",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.72612,35.680908,"Tokyo",2019,5,15,"cdround","https://www.inaturalist.org/observations/124350106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859775927","124350106",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.005617,35.217643,"Kanagawa",2019,6,1,"cdround","https://www.inaturalist.org/observations/26162029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251996822","26162029",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",142.793363,43.647026,"Hokkaido",2019,6,24,"cdround","https://www.inaturalist.org/observations/27553731","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2273275228","27553731",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.770668,35.714941,"Tokyo",2019,6,25,"cdround","https://www.inaturalist.org/observations/27623499","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397479198","27623499",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.707972,35.686472,"Tokyo",2019,6,26,"cdround","https://www.inaturalist.org/observations/27698524","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397479567","27698524",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.677551,35.011514,"Kyoto",2019,6,18,"cdround","https://www.inaturalist.org/observations/82479856","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302028548","82479856",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.677593,35.01148,"Kyoto",2019,6,18,"cdround","https://www.inaturalist.org/observations/82479859","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302032445","82479859",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.980199,35.414301,"Gifu",2019,6,29,"cdround","https://www.inaturalist.org/observations/100311280","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415465029","100311280",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.582261,35.558894,"Kanagawa",2019,6,21,"cdround","https://www.inaturalist.org/observations/27366671","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3873562320","27366671",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",134.065842,34.29355,"Kagawa",2019,7,4,"cdround","https://www.inaturalist.org/observations/28158364","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2283149830","28158364",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.450749,36.761203,"Tochigi",2019,7,21,"cdround","https://www.inaturalist.org/observations/32156831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429240280","32156831",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",130.401992,33.162895,"Fukuoka",2019,7,4,"cdround","https://www.inaturalist.org/observations/70429571","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058888494","70429571",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.688491,35.659163,"Tokyo",2019,7,1,"cdround","https://www.inaturalist.org/observations/102924257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457002356","102924257",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",141.58905,43.05785,"Hokkaido",2019,7,10,"cdround","https://www.inaturalist.org/observations/119210106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860397450","119210106",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.722105,35.63612,"Tokyo",2019,9,1,"","https://www.inaturalist.org/observations/31967984","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397671223","31967984",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.748242,35.659768,"Tokyo",2019,9,7,"cdround","https://www.inaturalist.org/observations/32405149","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422985125","32405149",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.432983,36.322638,"Nagano",2019,10,5,"cdround","https://www.inaturalist.org/observations/47238999","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813933540","47238999",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.83347,35.805864,"Yamanashi",2019,11,14,"cdround","https://www.inaturalist.org/observations/35669444","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465191714","35669444",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.455729,35.76767,"Saitama",2018,4,2,"cdround","https://www.inaturalist.org/observations/10565889","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1837757519","10565889",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.238393,35.662237,"Gifu",2018,4,13,"cdround","https://www.inaturalist.org/observations/10853783","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1838309193","10853783",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.763493,35.659737,"Tokyo",2018,4,1,"cdround","https://www.inaturalist.org/observations/38732075","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079534676","38732075",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.936549,35.722284,"Chiba",2018,4,19,"cdround","https://www.inaturalist.org/observations/101820440","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415706669","101820440",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.718855,35.638653,"Tokyo",2018,4,30,"cdround","https://www.inaturalist.org/observations/11844578","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466036315","11844578",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.256359,35.651873,"Tokyo",2018,5,27,"cdround","https://www.inaturalist.org/observations/12886196","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847618775","12886196",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",129.0146,32.987106,"Nagasaki",2018,5,29,"cdround","https://www.inaturalist.org/observations/12938752","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1850906178","12938752",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.699692,35.692127,"Tokyo",2018,5,24,"cdround","https://www.inaturalist.org/observations/75571709","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109368446","75571709",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.609259,35.192689,"Kanagawa",2018,6,2,"cdround","https://www.inaturalist.org/observations/13036032","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848791560","13036032",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.716123,33.616663,"Kochi",2018,6,2,"cdround","https://www.inaturalist.org/observations/13137851","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850912791","13137851",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.777313,36.102614,"Ibaraki",2018,6,17,"cdround","https://www.inaturalist.org/observations/13541468","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880506536","13541468",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.719894,33.61911,"Kochi",2018,6,19,"cdround","https://www.inaturalist.org/observations/13736658","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880557996","13736658",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.734769,33.680731,"Kochi",2018,6,29,"cdround","https://www.inaturalist.org/observations/15010567","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890081351","15010567",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.196255,36.672462,"Toyama",2018,7,22,"cdround","https://www.inaturalist.org/observations/14635689","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883943355","14635689",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",132.86292,33.66445,"Ehime",2018,7,28,"cdround","https://www.inaturalist.org/observations/15039439","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2580073381","15039439",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.197463,36.5668,"Nagano",2018,7,1,"cdround","https://www.inaturalist.org/observations/50109016","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802734270","50109016",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.461217,36.731272,"Nagano",2018,7,27,"cdround","https://www.inaturalist.org/observations/68602760","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031688801","68602760",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.247848,35.62771,"Tokyo",2018,7,16,"cdround","https://www.inaturalist.org/observations/98338950","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398978076","98338950",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.613798,36.574189,"Ishikawa",2018,7,8,"cdround","https://www.inaturalist.org/observations/124084297","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860273633","124084297",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.626238,35.026809,"Kyoto",2018,8,4,"cdround","https://www.inaturalist.org/observations/53527077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823138848","53527077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.862234,35.640898,"Tokyo",2018,8,19,"cdround","https://www.inaturalist.org/observations/54622755","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3090836820","54622755",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",141.386796,43.606902,"Hokkaido",2018,9,28,"cdround","https://www.inaturalist.org/observations/121254007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858438239","121254007",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.67572,42.835505,"Hokkaido",2017,6,19,"","https://www.inaturalist.org/observations/6715510","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2350451213","6715510",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.857805,38.255301,"Miyagi",2017,8,6,"","https://www.inaturalist.org/observations/66765893","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008496625","66765893",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.609589,35.191464,"Kanagawa",2017,8,27,"cdround","https://www.inaturalist.org/observations/108106804","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3712689787","108106804",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.605844,35.335416,"Kanagawa",2017,9,24,"","https://www.inaturalist.org/observations/98873362","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398915635","98873362",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.99614,35.240517,"Kanagawa",2016,4,29,"cdround","https://www.inaturalist.org/observations/3053616","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1273843058","3053616",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.203617,34.868394,"Hiroshima",2016,5,30,"","https://www.inaturalist.org/observations/3460706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1572330013","3460706",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.719683,35.638434,"Tokyo",2016,6,12,"","https://www.inaturalist.org/observations/15314769","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891307777","15314769",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.834175,35.199445,"Shizuoka",2016,7,10,"","https://www.inaturalist.org/observations/3703654","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1572330351","3703654",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.859954,38.276491,"Miyagi",2015,5,16,"","https://www.inaturalist.org/observations/65271247","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988669489","65271247",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.604614,35.330191,"Kanagawa",2015,5,24,"","https://www.inaturalist.org/observations/103937486","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456950967","103937486",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",141.513506,43.072901,"Hokkaido",2014,7,10,"cdround","https://www.inaturalist.org/observations/124211076","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860607762","124211076",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.480165,33.549361,"Kochi",2013,5,20,"cdround","https://www.inaturalist.org/observations/71124475","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3061604817","71124475",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.84693,42.600217,"Hokkaido",2013,5,27,"cdround","https://www.inaturalist.org/observations/122613592","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860551422","122613592",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.924278,40.445799,"Aomori",2012,6,30,"","https://www.inaturalist.org/observations/1234067","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1065611525","1234067",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.097158,34.662206,"Hyogo",2012,7,1,"","https://www.inaturalist.org/observations/756038","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1024183105","756038",NA,NA,NA,NA,NA,NA,NA
"95faf636-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Elaphe climacophora",138.866944,36.269444,"Gunma",2011,7,27,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","699239463","VR0000613","Tomioka-shi","Gunma Museum of Natural History, Kamikuroiwa","text",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",141.468025,43.005503,"Hokkaido",2007,6,17,"cdround","https://www.inaturalist.org/observations/121854688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858483718","121854688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.391684,34.768853,"Aichi",2006,9,20,"cdround","https://www.inaturalist.org/observations/32755980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429247918","32755980",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.751941,35.684269,"Tokyo",2003,4,18,"cdround","https://www.inaturalist.org/observations/96452449","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384483591","96452449",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.7528,35.685175,"Tokyo",2003,4,18,"cdround","https://www.inaturalist.org/observations/97202920","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385169388","97202920",NA,NA,NA,NA,NA,NA,NA
"80e31fd0-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Elaphe climacophora",140.22,39.71,"Akita",2003,5,7,"gass84,incomis,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","380097957","25","Akita-shi","Shimokitate Takaragawa","text",NA,NA,NA,NA
"95faf636-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Elaphe climacophora",138.866667,36.269167,"Gunma",1999,5,20,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","188074443","VR0000295","Tomioka-shi","Kamikuroiwa,Gunma Museum of Natural History","text",NA,NA,NA,NA
